city,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
austin,Single Family,30.178943634033203,-97.90477752685548,3,False,2012,2,10715.0,9.0,18,3.0,3,450000-650000
austin,Residential,30.36094665527344,-97.70308685302734,2,False,1966,3,11761.2,4.0,14,2.0,3,250000-350000
austin,Single Family,30.427961349487305,-97.72413635253906,0,False,1984,0,6534.0,6.666666666666668,15,2.0,3,250000-350000
austin,Single Family,30.37771034240723,-97.75618743896484,2,False,1970,0,11325.6,7.0,17,3.0,5,650000+
austin,Single Family,30.378536224365234,-97.7953872680664,2,True,1988,1,52707.6,7.0,17,3.0,4,650000+
austin,Single Family,30.42974281311035,-97.72621154785156,0,False,1984,1,6882.0,6.666666666666668,15,2.0,3,450000-650000
austin,Single Family,30.23895072937012,-97.58032989501952,2,False,2006,1,5749.0,3.0,13,2.0,4,0-250000
austin,Single Family,30.367151260375977,-97.6515121459961,2,False,2011,1,6098.0,4.333333333333333,12,2.0,3,250000-350000
austin,Single Family,30.243785858154297,-97.78524017333984,4,False,1956,1,9757.0,6.0,16,2.0,4,650000+
austin,Single Family,30.41097068786621,-97.73234558105467,2,False,1979,2,7013.0,6.666666666666668,15,2.0,3,350000-450000
austin,Single Family,30.43708038330078,-97.67871856689452,0,False,1985,0,10672.0,2.6666666666666665,14,3.0,4,250000-350000
austin,Single Family,30.193178176879893,-97.82664489746094,2,False,1982,1,7840.0,4.0,13,2.0,3,350000-450000
austin,Single Family,30.42562294006348,-97.72525024414062,1,False,1982,1,15245.999999999998,6.666666666666668,15,2.0,4,450000-650000
austin,Single Family,30.222671508789062,-97.84526824951172,0,False,1977,0,15245.999999999998,6.0,17,3.0,3,450000-650000
austin,Single Family,30.41972351074219,-97.69170379638672,4,True,1979,3,8537.0,4.333333333333333,13,2.0,3,450000-650000
austin,Single Family,30.4146785736084,-97.76560974121094,2,False,1991,0,8537.0,7.0,17,3.0,3,350000-450000
austin,Single Family,30.15447807312012,-97.83946228027344,0,False,2003,0,4181.0,5.666666666666668,17,2.0,2,0-250000
austin,Single Family,30.18328094482422,-97.76050567626952,0,False,1973,0,7405.0,3.333333333333333,14,2.0,3,0-250000
austin,Single Family,30.283222198486328,-97.70494079589844,2,False,1947,0,5662.0,6.666666666666668,15,2.0,3,350000-450000
austin,Single Family,30.34290885925293,-97.7108917236328,2,False,1976,2,9539.0,3.333333333333333,13,3.0,4,450000-650000
austin,Single Family,30.22273254394531,-97.77728271484376,2,False,1959,1,16552.8,3.333333333333333,13,1.0,2,350000-450000
austin,Single Family,30.338537216186523,-97.73509216308594,2,False,1950,0,6969.0,7.0,16,1.0,2,250000-350000
austin,Single Family,30.3244743347168,-97.71832275390624,0,False,1952,1,11325.6,7.0,16,2.0,3,450000-650000
austin,Single Family,30.344764709472656,-97.90534973144533,2,True,2013,3,12196.8,8.333333333333334,17,4.0,5,650000+
austin,Single Family,30.34349822998047,-97.91891479492188,3,False,2008,2,13939.2,8.333333333333334,17,6.0,5,650000+
austin,Single Family,30.35066223144531,-97.77505493164062,5,False,1985,0,10890.0,7.0,16,4.0,4,450000-650000
austin,Single Family,30.374290466308604,-97.87784576416016,0,False,1998,0,18295.2,8.333333333333334,17,5.0,5,650000+
austin,Single Family,30.190603256225582,-97.75804138183594,2,False,1978,1,7492.0,3.0,12,2.0,3,250000-350000
austin,Single Family,30.35636138916016,-97.91055297851562,0,False,2007,0,16552.8,8.333333333333334,17,4.0,4,650000+
austin,Single Family,30.39035415649414,-97.68907928466795,2,False,1978,2,16988.4,4.0,13,2.0,3,450000-650000
austin,Single Family,30.381349563598643,-97.7513198852539,2,False,1968,0,13503.6,7.0,17,2.0,4,650000+
austin,Residential,30.27187347412109,-97.8649444580078,3,True,2008,3,77972.40000000001,5.666666666666668,16,5.0,4,650000+
austin,Single Family,30.50094985961914,-97.75601196289062,0,False,2013,0,9060.0,8.0,16,3.0,4,450000-650000
austin,Single Family,30.18415641784668,-97.80603790283205,0,False,1996,4,6534.0,3.333333333333333,14,2.0,3,250000-350000
austin,Single Family,30.21003532409668,-97.98123168945312,2,False,2013,1,10018.0,6.666666666666668,16,4.0,5,450000-650000
austin,Single Family,30.318960189819336,-97.73307037353516,0,False,1949,0,5749.0,6.0,16,1.0,2,250000-350000
austin,Single Family,30.2257022857666,-97.83674621582033,0,False,1982,1,7971.0,6.0,17,2.0,3,350000-450000
austin,Single Family,30.31924247741699,-97.68462371826172,1,False,1960,0,10193.0,2.333333333333333,14,2.0,3,0-250000
austin,Single Family,30.4066104888916,-97.64604949951172,4,True,1988,3,8407.0,3.0,14,3.0,3,250000-350000
austin,Single Family,30.3595027923584,-97.90287017822266,0,True,2005,3,10846.0,8.666666666666666,17,4.0,5,650000+
austin,Single Family,30.42248725891113,-97.78479766845705,0,False,1996,1,10650.0,9.0,16,2.5,4,450000-650000
austin,Single Family,30.349422454833984,-97.6990737915039,2,False,1962,0,21344.4,3.333333333333333,13,2.0,3,0-250000
austin,Single Family,30.151222229003903,-97.85568237304688,0,False,1996,0,8102.0,7.333333333333332,17,2.0,3,250000-350000
austin,Single Family,30.353702545166016,-97.7694854736328,2,False,1963,2,14810.4,7.0,16,4.0,4,650000+
austin,Single Family,30.39784049987793,-97.651123046875,2,False,1999,0,8145.0,3.0,14,2.0,3,0-250000
austin,Single Family,30.1860466003418,-97.89161682128906,2,False,1991,0,7840.0,9.0,18,4.0,5,450000-650000
austin,Single Family,30.17910575866699,-97.8342056274414,3,False,1984,1,6882.0,5.0,15,1.0,2,0-250000
austin,Single Family,30.238414764404297,-97.89944458007812,0,False,1981,0,7405.0,6.666666666666668,17,3.0,3,250000-350000
austin,Single Family,30.20474624633789,-97.81807708740234,0,False,1975,0,7666.0,4.666666666666667,14,2.0,3,350000-450000
austin,Single Family,30.378009796142567,-97.89154052734376,2,False,1993,2,7405.0,8.333333333333334,17,3.0,4,350000-450000
austin,Single Family,30.26972961425781,-97.88158416748048,0,True,2014,0,43560.0,5.666666666666668,16,5.0,4,650000+
austin,Single Family,30.37111473083496,-97.8959503173828,2,True,1999,0,11761.2,8.666666666666666,17,3.0,4,250000-350000
austin,Single Family,30.17557144165039,-97.9988784790039,4,True,2006,0,17424.0,8.0,15,5.0,4,650000+
austin,Single Family,30.44211769104004,-97.68138885498048,2,False,1983,1,7535.0,2.6666666666666665,14,2.0,3,250000-350000
austin,Single Family,30.37219429016113,-97.7035675048828,2,False,1972,1,9744.0,3.6666666666666665,14,3.0,4,0-250000
austin,Single Family,30.24803924560547,-97.87356567382812,2,False,2008,0,6969.0,6.0,17,4.0,5,450000-650000
austin,Single Family,30.29989051818848,-97.739501953125,0,False,1981,0,3484.0,7.333333333333332,15,3.0,2,650000+
austin,Condo,30.36432838439941,-97.7275848388672,2,False,2011,0,4399.0,4.0,14,3.0,3,250000-350000
austin,Single Family,30.30945014953613,-97.7553482055664,2,False,2014,1,7013.0,6.0,16,3.0,4,650000+
austin,Single Family,30.23806571960449,-97.57801818847656,2,False,2013,1,7405.0,3.0,13,2.0,3,0-250000
austin,Single Family,30.35429382324219,-97.88597869873048,3,False,2005,0,11325.6,8.333333333333334,17,5.0,5,650000+
austin,Single Family,30.437091827392567,-97.80245208740234,0,False,1979,0,14810.4,8.666666666666666,16,3.0,4,350000-450000
austin,Single Family,30.442968368530284,-97.75495147705078,2,False,1975,0,12196.8,6.0,13,2.0,4,0-250000
austin,Single Family,30.186199188232425,-97.90016174316406,0,False,1999,0,10715.0,8.666666666666666,18,4.0,4,450000-650000
austin,Condo,30.24526214599609,-97.7725601196289,2,False,2005,0,12632.4,6.666666666666668,16,3.0,2,450000-650000
austin,Single Family,30.194494247436523,-97.7357940673828,0,False,1996,0,5505.0,3.6666666666666665,14,2.0,3,0-250000
austin,Single Family,30.19821929931641,-97.85920715332033,0,False,1997,0,6316.0,6.666666666666668,16,2.0,3,250000-350000
austin,Single Family,30.23362159729004,-97.9005889892578,3,False,2007,3,13068.0,5.778694090331862,15,2.0,3,350000-450000
austin,Single Family,30.38867950439453,-97.70276641845705,0,False,1979,0,6403.0,4.0,13,2.0,3,0-250000
austin,Single Family,30.48791694641113,-97.74102783203124,0,False,1997,0,8434.0,7.666666666666668,16,3.0,4,350000-450000
austin,Single Family,30.169382095336925,-97.89016723632812,0,False,2016,1,6490.0,7.333333333333332,17,4.0,4,450000-650000
austin,Apartment,30.378650665283203,-97.67975616455078,4,False,1968,0,11325.6,3.333333333333333,14,2.0,4,250000-350000
austin,Single Family,30.258869171142567,-97.68282318115234,0,False,1972,0,10497.0,3.0,11,1.5,3,250000-350000
austin,Single Family,30.332353591918945,-97.73316955566406,2,False,1950,0,7318.0,7.0,16,1.0,3,350000-450000
austin,Single Family,30.340410232543945,-97.79924011230467,0,False,1985,0,15245.999999999998,9.0,15,7.0,5,650000+
austin,Single Family,30.191425323486328,-97.91068267822266,3,False,2008,1,15245.999999999998,8.666666666666666,18,3.0,4,650000+
austin,Single Family,30.25115966796875,-97.77144622802734,1,False,2020,0,7753.0,6.666666666666668,16,3.0,4,650000+
austin,Single Family,30.280128479003903,-97.67639923095705,0,False,1958,0,7753.0,3.6666666666666665,14,1.0,3,250000-350000
austin,Single Family,30.216073989868164,-97.97755432128906,0,False,1986,0,50965.2,6.666666666666668,16,3.0,3,350000-450000
austin,Single Family,30.30175018310547,-97.75760650634766,0,False,1959,1,6011.0,7.0,16,3.0,3,250000-350000
austin,Single Family,30.253028869628903,-97.72706604003906,0,False,1928,0,6882.0,4.0,11,1.0,2,450000-650000
austin,Single Family,30.34557914733887,-97.71749114990234,1,False,1952,0,10628.0,7.0,16,1.0,2,250000-350000
austin,Single Family,30.466388702392567,-97.67967224121094,2,False,2018,2,3920.0,5.0,14,3.0,4,350000-450000
austin,Single Family,30.383249282836925,-97.88898468017578,0,False,1999,0,6098.0,8.333333333333334,17,3.0,4,350000-450000
austin,Single Family,30.358442306518555,-97.7134246826172,0,False,1969,0,12196.8,4.0,14,2.0,3,350000-450000
austin,Condo,30.22620010375977,-97.73834991455078,0,False,2014,0,3776.0,4.0,14,3.0,2,250000-350000
austin,Single Family,30.24888801574707,-97.76333618164062,0,False,1923,1,4878.0,5.0,13,1.0,1,450000-650000
austin,Townhouse,30.34660148620605,-97.75576782226562,2,True,2000,4,9670.0,7.0,16,3.0,3,450000-650000
austin,Single Family,30.22034454345703,-97.79002380371094,1,False,1961,2,7797.0,4.0,12,2.0,4,450000-650000
austin,Single Family,30.34128570556641,-97.78190612792967,2,True,1983,0,9496.0,7.0,16,3.0,3,350000-450000
austin,Single Family,30.23631858825684,-97.89460754394533,2,False,1980,1,11761.2,6.666666666666668,17,2.0,3,250000-350000
austin,Single Family,30.220684051513672,-97.87474822998048,2,False,1993,0,6795.0,8.0,17,3.0,3,350000-450000
austin,Single Family,30.468055725097656,-97.68280792236328,0,False,2014,1,4573.0,5.666666666666668,15,3.0,3,250000-350000
austin,Single Family,30.37408447265625,-97.89434051513672,0,False,1997,0,8799.0,8.666666666666666,17,3.0,4,350000-450000
austin,Single Family,30.242549896240234,-97.89563751220705,2,False,1985,0,7405.0,6.666666666666668,17,2.0,3,250000-350000
austin,Single Family,30.17053031921387,-97.9426727294922,2,False,1987,2,21780.0,8.0,15,2.0,4,450000-650000
austin,Condo,30.27968978881836,-97.76457214355467,2,False,1979,0,1805.0,6.0,16,3.0,2,450000-650000
austin,Single Family,30.202999114990234,-97.82953643798828,2,False,1980,0,12196.8,4.666666666666667,14,2.0,3,350000-450000
austin,Single Family,30.300315856933604,-97.7526626586914,0,True,1938,1,7013.0,7.0,16,4.0,5,650000+
austin,Single Family,30.38261413574219,-97.8924331665039,0,True,2012,1,9801.0,8.333333333333334,17,4.0,4,650000+
austin,Single Family,30.499408721923828,-97.74567413330078,0,False,1999,0,8624.0,7.666666666666668,16,3.0,4,350000-450000
austin,Single Family,30.154767990112305,-97.82881927490234,2,False,2000,1,5314.0,3.6666666666666665,15,3.0,4,0-250000
austin,Single Family,30.339630126953125,-97.64767456054688,2,False,1982,0,17424.0,4.333333333333333,12,3.0,3,450000-650000
austin,Single Family,30.26047706604004,-97.66866302490234,2,False,2012,1,6490.0,3.0,11,2.0,3,350000-450000
austin,Single Family,30.18247985839844,-97.90711212158205,2,False,2013,2,7840.0,9.0,18,4.0,4,450000-650000
austin,Single Family,30.45587158203125,-97.78115844726562,2,False,1975,1,13068.0,5.333333333333333,12,2.0,3,350000-450000
austin,Single Family,30.416446685791016,-97.71507263183594,0,False,1980,0,7405.0,6.666666666666668,15,2.0,3,350000-450000
austin,Single Family,30.32721328735352,-97.7658462524414,2,False,1956,1,16117.2,7.0,16,3.0,4,650000+
austin,Single Family,30.314828872680664,-97.65544891357422,2,False,1980,1,6229.0,3.6666666666666665,14,2.0,3,350000-450000
austin,Single Family,30.19832420349121,-97.7269287109375,1,False,2007,0,8799.0,4.333333333333333,14,3.0,5,350000-450000
austin,Single Family,30.20889663696289,-97.8525619506836,0,False,1986,0,5662.0,4.666666666666667,14,2.0,3,250000-350000
austin,Single Family,30.188087463378903,-97.83943176269533,2,False,1995,1,7056.0,6.666666666666668,16,3.0,4,0-250000
austin,Single Family,30.17860221862793,-97.83078002929688,0,False,1984,1,7535.0,5.0,15,2.0,3,250000-350000
austin,Single Family,30.194477081298828,-97.86238098144533,0,False,2001,1,13503.6,7.333333333333332,16,3.0,4,350000-450000
austin,Single Family,30.25570678710937,-97.57695770263672,2,False,2006,1,7448.0,2.6666666666666665,13,2.0,3,0-250000
austin,Single Family,30.3519229888916,-97.74242401123048,0,False,1960,1,8712.0,6.666666666666668,16,3.0,4,650000+
austin,Single Family,30.27540397644043,-97.7578353881836,0,False,2003,0,9670.0,6.0,16,2.0,4,650000+
austin,Single Family,30.318422317504893,-97.74687957763672,2,False,1955,1,10454.0,7.0,16,2.0,2,450000-650000
austin,Single Family,30.229034423828125,-97.8468017578125,2,False,1980,0,8742.0,6.0,17,2.0,3,350000-450000
austin,Single Family,30.18705940246582,-97.83659362792967,2,False,1998,2,9306.0,6.666666666666668,16,2.5,4,350000-450000
austin,Single Family,30.1940860748291,-97.8276596069336,0,False,1984,1,6490.0,4.0,13,2.0,3,350000-450000
austin,Single Family,30.198509216308604,-97.79927825927734,2,False,1974,2,6446.0,3.333333333333333,13,2.0,4,250000-350000
austin,Single Family,30.43001747131348,-97.77720642089844,0,False,1979,0,8450.0,9.0,16,2.0,3,350000-450000
austin,Single Family,30.49898338317871,-97.78263854980467,2,True,2001,1,9408.0,8.333333333333334,16,2.0,4,350000-450000
austin,Single Family,30.33711242675781,-97.73339080810548,0,False,1950,0,7230.0,7.0,16,2.0,2,350000-450000
austin,Single Family,30.150318145751964,-97.73897552490234,2,False,2006,1,3615.0,5.333333333333333,15,2.0,3,0-250000
austin,Single Family,30.19780349731445,-97.7991714477539,2,False,1974,1,6577.0,3.333333333333333,13,2.0,4,0-250000
austin,Condo,30.372861862182607,-97.747314453125,2,False,1974,1,2700.0,7.0,17,2.0,2,350000-450000
austin,Single Family,30.40865135192871,-97.75579833984376,2,False,1987,1,11325.6,7.0,17,2.0,4,650000+
austin,Single Family,30.31253242492676,-97.7023696899414,1,False,1954,1,7840.0,5.0,15,1.0,3,0-250000
austin,Single Family,30.3166561126709,-97.74391174316406,2,False,1941,0,7143.0,7.0,16,2.0,3,450000-650000
austin,Single Family,30.3806266784668,-97.8935546875,2,False,1994,1,6970.0,8.333333333333334,17,3.0,4,250000-350000
austin,Single Family,30.17570686340332,-97.78912353515624,2,False,2008,0,6708.0,3.333333333333333,13,2.0,3,250000-350000
austin,Single Family,30.44374656677246,-97.7482452392578,2,False,1984,0,6534.0,6.0,13,3.0,4,350000-450000
austin,Single Family,30.418102264404297,-97.73272705078124,0,False,1992,0,7840.0,6.666666666666668,15,2.0,4,450000-650000
austin,Single Family,30.37546348571777,-97.89144897460938,2,False,1998,2,10863.0,8.333333333333334,17,3.5,3,450000-650000
austin,Single Family,30.14240646362305,-97.84911346435548,0,False,2011,0,7840.0,7.333333333333332,17,3.5,4,350000-450000
austin,Single Family,30.41843223571777,-97.71086120605467,1,False,1978,0,8537.0,6.666666666666668,15,2.0,3,250000-350000
austin,Single Family,30.3337345123291,-97.72769165039062,0,False,1950,0,7884.0,7.0,16,1.0,2,350000-450000
austin,Single Family,30.19416809082031,-97.87583923339844,0,False,1996,0,9147.0,9.0,18,3.5,5,450000-650000
austin,Single Family,30.164905548095703,-97.99560546875,3,False,2015,2,12632.4,8.0,15,3.0,4,350000-450000
austin,Single Family,30.27458381652832,-97.75908660888672,3,True,1951,0,6534.0,6.0,16,2.0,3,650000+
austin,Single Family,30.20664978027344,-97.84551239013672,0,False,1984,1,9365.0,4.666666666666667,14,3.0,3,0-250000
austin,Single Family,30.23905372619629,-97.75775146484376,0,False,1962,0,6926.0,4.0,12,1.0,3,450000-650000
austin,Single Family,30.20912933349609,-97.84819793701172,2,False,1984,2,6882.0,4.666666666666667,14,4.0,3,450000-650000
austin,Single Family,30.42124366760254,-97.68952178955078,2,False,1982,3,8886.0,4.333333333333333,13,3.0,3,0-250000
austin,Single Family,30.18473625183105,-97.83811950683594,4,True,1998,1,6664.0,6.666666666666668,16,3.0,3,0-250000
austin,Single Family,30.35564994812012,-97.72559356689452,2,False,1961,0,8450.0,4.0,14,2.0,3,350000-450000
austin,Single Family,30.31574058532715,-97.76611328125,2,False,1951,0,14810.4,7.0,16,5.0,4,650000+
austin,Single Family,30.43760299682617,-97.80755615234376,2,False,1978,0,13503.6,8.666666666666666,16,3.0,4,450000-650000
austin,Single Family,30.301183700561523,-97.71842193603516,2,False,1940,2,6438.0,7.333333333333332,15,1.0,2,450000-650000
austin,Condo,30.32508659362793,-97.68584442138672,2,False,1972,0,5684.0,2.6666666666666665,14,3.0,3,0-250000
austin,Single Family,30.25155067443848,-97.8438949584961,2,False,1999,1,10149.0,5.666666666666668,16,3.0,3,450000-650000
austin,Single Family,30.364240646362305,-97.65441131591795,3,False,2017,1,16988.4,4.333333333333333,12,4.0,4,350000-450000
austin,Single Family,30.36808013916016,-97.73252868652344,1,False,1965,1,7753.0,5.333333333333333,13,2.0,3,0-250000
austin,Single Family,30.313373565673828,-97.74059295654295,0,False,1923,2,6242.0,6.0,16,2.0,3,650000+
austin,Single Family,30.218505859375,-97.87696075439452,6,False,1995,1,7100.0,8.0,17,3.0,4,350000-450000
austin,Single Family,30.2979679107666,-97.74560546875,1,False,1939,1,2744.0,6.0,16,2.0,3,650000+
austin,Single Family,30.375822067260746,-97.70823669433594,2,False,1972,1,8494.0,3.6666666666666665,14,2.0,4,450000-650000
austin,Single Family,30.36676788330078,-97.84613037109376,3,False,2000,2,63597.6,7.0,16,6.0,4,650000+
austin,Single Family,30.32280731201172,-97.7369384765625,1,False,1947,0,10585.0,6.0,16,3.0,3,650000+
austin,Single Family,30.253326416015625,-97.77098846435548,2,False,1978,0,7405.0,6.666666666666668,16,2.0,4,650000+
austin,Single Family,30.19435310363769,-97.74996948242188,2,False,1980,1,7797.0,3.0,12,2.0,3,250000-350000
austin,Single Family,30.32084274291992,-97.74449920654295,0,False,1954,0,10105.0,7.0,16,2.0,2,450000-650000
austin,Single Family,30.229745864868164,-97.73971557617188,0,False,1968,0,10018.0,4.0,14,2.0,4,250000-350000
austin,Single Family,30.157798767089844,-97.96697235107422,2,False,2001,1,87120.0,8.0,15,2.0,3,450000-650000
austin,Single Family,30.35349082946777,-97.90477752685548,2,False,2005,1,8276.0,8.666666666666666,17,4.0,4,450000-650000
austin,Single Family,30.195491790771484,-97.86231231689452,0,False,2001,0,7710.0,7.333333333333332,16,2.0,3,350000-450000
manchaca,Single Family,30.14071655273437,-97.83336639404295,2,False,2020,1,7405.0,3.6666666666666665,15,2.0,3,250000-350000
austin,Single Family,30.19657325744629,-97.86105346679688,0,False,2000,0,7187.0,7.333333333333332,16,2.0,3,350000-450000
austin,Single Family,30.31279945373535,-97.7530746459961,0,False,1945,3,4195.0,6.0,16,2.0,3,350000-450000
austin,Single Family,30.223541259765625,-97.87123107910156,2,False,1988,0,8755.0,6.0,17,2.0,4,350000-450000
austin,Townhouse,30.35316467285156,-97.79170989990234,0,False,1995,0,3920.0,7.0,16,2.0,3,350000-450000
austin,Single Family,30.3033504486084,-97.71961975097656,0,False,2019,2,3850.0,7.333333333333332,15,2.0,2,450000-650000
austin,Single Family,30.49100112915039,-97.79801940917967,2,False,2014,0,7405.0,8.333333333333334,16,2.0,3,250000-350000
austin,Single Family,30.203296661376964,-97.79918670654295,2,True,1978,2,7405.0,4.0,14,2.0,3,250000-350000
austin,Single Family,30.35581398010254,-97.67326354980467,0,False,1971,0,8668.0,5.0,15,2.0,3,250000-350000
austin,Single Family,30.30291557312012,-97.68424224853516,1,False,1970,2,9191.0,5.0,15,2.0,3,450000-650000
austin,Single Family,30.16912269592285,-97.989501953125,0,False,2010,0,871200.0,8.0,15,3.0,4,350000-450000
austin,Single Family,30.162525177001964,-97.72342681884766,0,False,2016,0,7230.0,3.6666666666666665,12,2.0,3,250000-350000
austin,Single Family,30.35000991821289,-97.61241149902344,2,False,2001,0,8450.0,5.0,11,3.0,5,250000-350000
austin,Single Family,30.184803009033203,-97.82210540771484,2,True,1996,3,10062.0,5.666666666666668,16,3.0,5,450000-650000
austin,Single Family,30.319562911987305,-97.7461166381836,0,False,1953,0,14810.4,7.0,16,2.0,4,650000+
austin,Single Family,30.1820068359375,-97.85465240478516,0,False,1994,0,12632.4,7.333333333333332,17,3.0,4,350000-450000
austin,Single Family,30.35407638549805,-97.91303253173828,3,False,2006,0,19166.4,8.333333333333334,17,4.0,4,650000+
del valle,Single Family,30.17148780822754,-97.629638671875,0,False,2005,0,4268.0,3.333333333333333,14,2.0,4,0-250000
austin,Single Family,30.24114990234375,-97.733154296875,1,True,2020,2,7143.0,4.333333333333333,14,3.0,2,450000-650000
austin,Single Family,30.45078468322754,-97.81719207763672,0,False,2002,0,9365.0,7.666666666666668,14,3.0,4,450000-650000
austin,Single Family,30.21159362792969,-97.87136840820312,2,False,1997,2,7535.0,8.0,17,3.0,3,350000-450000
austin,Single Family,30.3126220703125,-97.73932647705078,2,False,2002,1,6242.0,6.0,16,4.0,4,650000+
austin,Single Family,30.288705825805664,-97.72159576416016,0,False,1932,2,6577.0,6.666666666666668,15,1.0,2,450000-650000
austin,Single Family,30.151336669921875,-97.83829498291016,2,False,2004,2,4225.0,5.666666666666668,17,3.0,3,0-250000
austin,Single Family,30.1531982421875,-97.83943176269533,0,False,2003,0,4748.0,5.666666666666668,17,3.0,3,250000-350000
austin,Single Family,30.224523544311523,-97.77953338623048,0,False,1951,1,8276.0,3.333333333333333,13,1.0,1,250000-350000
austin,Single Family,30.17108726501465,-97.87093353271484,0,False,2002,0,9844.0,7.333333333333332,17,3.0,3,350000-450000
austin,Single Family,30.15640068054199,-97.8131103515625,0,False,1987,0,5052.0,3.333333333333333,14,1.0,3,0-250000
austin,Single Family,30.265554428100582,-97.6982192993164,1,False,1945,0,8494.0,3.333333333333333,11,1.0,2,250000-350000
austin,Single Family,30.232332229614247,-97.90636444091795,0,False,2013,0,14374.8,8.0,18,4.0,5,450000-650000
austin,Single Family,30.1890869140625,-97.89984893798828,0,False,2003,3,11761.2,8.666666666666666,18,4.0,4,650000+
austin,Single Family,30.361385345458984,-97.78396606445312,5,True,1984,3,13939.2,7.0,16,3.0,4,650000+
austin,Single Family,30.27493667602539,-97.67887115478516,0,False,1950,0,7143.0,3.6666666666666665,14,1.0,2,0-250000
austin,Single Family,30.1519775390625,-97.74872589111328,2,False,2009,0,7274.0,5.333333333333333,15,2.0,3,250000-350000
austin,Single Family,30.28056335449219,-97.71395874023438,4,False,2017,0,5575.0,6.666666666666668,15,4.0,4,650000+
austin,Single Family,30.366424560546875,-97.76138305664062,4,False,1968,0,16117.2,7.0,16,3.0,4,650000+
austin,Single Family,30.462406158447266,-97.75946807861328,0,False,1999,2,5941.0,5.333333333333333,12,3.0,3,250000-350000
austin,Single Family,30.15486145019531,-97.75475311279295,0,False,2016,2,5619.0,5.333333333333333,15,3.0,4,250000-350000
austin,Single Family,30.27703285217285,-97.82596588134766,0,False,1993,0,98445.6,9.5,14,6.0,4,650000+
austin,Single Family,30.339618682861328,-97.82251739501952,3,True,1983,2,56628.0,7.0,16,5.0,3,650000+
austin,Townhouse,30.36964607238769,-97.75921630859376,0,False,1978,0,3920.0,7.0,16,3.0,2,250000-350000
austin,Single Family,30.18949317932129,-97.87083435058594,2,False,2001,0,9087.0,9.0,18,3.0,4,350000-450000
austin,Single Family,30.306825637817383,-97.68482971191406,0,False,1965,2,7623.0,5.0,15,3.0,4,450000-650000
austin,Single Family,30.219539642333984,-97.7776336669922,0,False,1959,0,8712.0,3.333333333333333,13,1.0,3,0-250000
austin,Single Family,30.376359939575195,-97.89808654785156,3,False,1999,0,9757.0,8.333333333333334,17,4.0,5,350000-450000
austin,Single Family,30.19375228881836,-97.87002563476562,0,False,2002,1,9496.0,9.0,18,3.0,4,350000-450000
austin,Single Family,30.17220687866211,-97.7951202392578,0,False,1996,0,5445.0,3.333333333333333,13,2.0,2,0-250000
austin,Townhouse,30.34418869018555,-97.71835327148438,2,True,2015,1,1742.0,7.0,16,3.0,3,350000-450000
austin,Single Family,30.352447509765625,-97.77691650390624,0,False,1978,0,15681.6,5.778694090331862,15,4.0,4,650000+
austin,Single Family,30.33469009399414,-97.7455596923828,2,False,1950,0,11325.6,6.666666666666668,16,1.0,2,450000-650000
austin,Single Family,30.32662010192871,-97.80720520019533,2,False,1993,0,22215.6,9.0,15,4.0,4,650000+
austin,Single Family,30.19575309753418,-97.86454010009766,0,False,2001,0,20473.2,7.333333333333332,16,3.0,4,350000-450000
austin,Condo,30.24821662902832,-97.75178527832033,1,True,2007,2,27442.8,4.333333333333333,14,2.0,1,450000-650000
austin,Single Family,30.195819854736328,-97.88988494873048,0,False,2002,0,7405.0,9.0,18,3.0,3,450000-650000
austin,Single Family,30.40063095092773,-97.6484832763672,0,False,1998,0,8363.0,3.0,14,2.0,4,0-250000
austin,Single Family,30.34689712524414,-97.72823333740234,0,False,1952,0,7884.0,7.0,16,2.0,3,0-250000
austin,Single Family,30.46317672729492,-97.7880859375,2,False,2012,0,6098.0,6.0,14,2.0,3,350000-450000
austin,Single Family,30.443103790283203,-97.6708755493164,0,False,1998,0,6882.0,2.6666666666666665,14,2.0,4,250000-350000
austin,Single Family,30.321552276611328,-97.67327117919922,0,False,1968,0,9975.0,2.333333333333333,14,2.0,4,450000-650000
austin,Single Family,30.198322296142567,-97.8185577392578,0,False,1982,0,6534.0,4.0,13,2.0,3,250000-350000
austin,Single Family,30.237091064453125,-97.77032470703124,1,False,1962,2,7405.0,3.6666666666666665,12,1.0,3,450000-650000
austin,Single Family,30.28055191040039,-97.6291046142578,0,False,2012,0,8276.0,3.6666666666666665,11,3.0,4,250000-350000
austin,Single Family,30.32895851135254,-97.74082946777344,0,False,2007,0,13939.2,6.666666666666668,16,3.0,3,650000+
austin,Single Family,30.453428268432607,-97.78716278076172,2,True,1973,0,8668.0,5.333333333333333,12,2.0,3,250000-350000
austin,Single Family,30.37191390991211,-97.90188598632812,2,False,2000,2,7700.0,8.666666666666666,17,3.0,4,450000-650000
austin,Single Family,30.414081573486328,-97.7694091796875,2,False,1982,0,13503.6,8.333333333333334,16,3.0,4,450000-650000
austin,Single Family,30.20853805541992,-97.8732452392578,0,False,1999,0,7492.0,9.0,18,3.0,4,350000-450000
austin,Single Family,30.245635986328125,-97.7580108642578,3,False,2004,0,7840.0,5.0,13,3.0,3,650000+
